ht identifier,rights,oclc numbers,source institution record number,title,enumeration/chronology,publication date 
coo.31924004900944,ic,63237076,965175,"Similarity analyses of partial differential equations : final report / Tsung-Yen Na, Douglas E. Abbott, Arthur G. Hansen.",,1967
coo.31924003877291,ic,63238846,9800,Proposal for investigation of multi-spectral remote sensing techniques for the analysis of ecosystems; proposal to National Science Foundation.,v.1,1968
coo.31924003877309,ic,63238846,9800,Proposal for investigation of multi-spectral remote sensing techniques for the analysis of ecosystems; proposal to National Science Foundation.,v.2,1968
coo.31924004000471,und,63225187,29886,"Proceedings, April 1 and 2, 1957.",,1957
coo.31924004114256,und,63227889,47425,"Proceedings, April 1 and 2, 1957.",,1957
mdp.39076007030559,pd,7424794,009220283,"Engineering applications of reliability; design, development and testing of mechanical components, by Charles Lipson, professor of mechanical engineering, Jim Kerawalla, teaching fellow, [and] Larry Mitchell, teaching fellow.",,1963
coo.31924004134510,und,4417272,50680,"Proceedings / [Conference held] August 20 through 24, 1962, Rackham Lecture Hall, University of Michigan, Ann Arbor, Michigan, U.S.A.",,1963
coo.31924108166103,pd,6068902,6180260,GNOME seismogram album / edited by VESIAC staff.,,1962
inu.39000007944213,ic,19784089,2062688,"Analysis of annexation in Michigan together with a comparison of annexation in other states, by Robert E. Fryer.",,1951
uc2.ark:/13960/t6445k901,pd,21105428,.b145054500,Silviculture; report on lectures.,,1912
uc1.c2934865,pd,21105428,.b145054500,Silviculture; report on lectures.,,1912
uc1.31822035928522,ic,85439503,.b66811363,The best of technology writing,2006,2006
uc1.31822037184736,ic,85439503,.b66811363,The best of technology writing,2008,2008
pst.000067881482,ic,428030440,a6273317,Cultures in contrast : student life at U.S. colleges and universities / Myra Shulman.,,2009
umn.31951000548114z,ic,13236208,000723966,The requirements of a high-sensitivity seismograph station. VESIAC State-of-the-Art Report [by] Dean S. Carder.,,1963
umn.31951000899402a,ic,64227624,002216103,Proceedings.,2nd (1962),1962
umn.319510008994038,ic,64227624,002216103,Proceedings.,3rd (1964),1964
umn.31951d00217809m,ic,64227624,002216103,Proceedings.,1st (1962),1962
umn.31951d002178101,ic,64227624,002216103,Proceedings.,2nd (1962),1962
umn.31951d00217811z,ic,64227624,002216103,Proceedings.,3rd (1964),1964
umn.31951d00217812x,ic,64227624,002216103,Proceedings.,4th (1966),1966
umn.31951d00217813v,ic,64227624,002216103,Proceedings.,5th (1968),1968
coo.31924001114101,und,63619035,416658,"Topology of manifolds. Classnotes, University of Michigan, Mathematics 297, 1949-50.",,1950
uc1.l0050058676,ic,13752606,732657,Auto scrappage and new car demand / by George Bittlingmayer.,,1982
uc1.l0050058684,ic,13150377,732658,The market for automobiles and the future of the automobile industry / by George Bittlingmayer.,,1983
uc1.l0050058692,ic,13768448,732659,World auto demand / by George Bittlingmayer.,,1983
uc1.l0050994466,ic,17794777,769275,"Sport equipment ownership, purchase and use : implications for fitness promotional campaigns / Christine Brooks.",,1987
uc1.l0050098730,ic,13752572,810519,The automobile industry and public policy / by John Campbell.,,1983
uc1.l0050141993,ic,13752562,1019127,Information systems and competitive economic performance : reflections on U.S. and Japanese practices / by Robert E. Cole.,,1984
uc1.l0050142009,ic,13872627,1019128,"Internationalization of the auto industry : its meaning and significance / by Robert E. Cole, Richard P. Hervey.",,1984
uc1.l0050201912,ic,13752553,1321318,Compensation levels and systems : implications for organizational competitiveness in the U.S. and Japanese automotive industries / by Michael S. Flynn.,,1983
uc1.l0050201920,ic,13142178,1321319,Differentials in vehicles' landed costs : Japanese vehicles in the U. S. marketplace / by Michael S. Flynn.,,1982
uc1.l0050201938,ic,13752592,1321320,Estimating comparative compensation costs and their contribution to the manufacturing cost difference / by Michael S. Flynn.,,1984
uc1.l0050974526,ic,13752616,1321321,A note on the treatment of labor content as a source of the manufacturing cost differential / by Michael S. Flynn.,,1983
uc1.l0050238179,ic,13752522,1574179,The world car / by Lawrence T. Harbeck.,,1982
uc1.l0050248343,ic,13142102,1743144,Preliminary observations on manufacturer/supplier relations in the Japanese automotive industry / by Richard P. Hervey.,,1982
uc1.l0050262096,ic,13752506,1787433,"Comparative Delphi studies of U.S. and Japanese future automotive technologies / by Masakazu Iguchi, Fumio Kodama, Taizo Yakushiji.",,1982
uc1.l0050280536,ic,13116004,1990461,"Characteristics of the United States automotive supplier industry / by Rajan Kamath, Richard C. Wilson.",,1983
uc1.l0050291061,ic,13116076,2020957,"Structural characteristics of the Japanese automotive supplier industry / by Fumio Kodama, Taizo Yakushiji, Mieko Hanaeda.",,1983
uc1.l0050309251,ic,13768490,2225378,"Design and manufacture of automotive components : two case studies of U.S. practice / by Jeffrey K. Liker, Richard C. Wilson.",,1983
uc1.l0050430750,ic,13752533,3058352,Human resource management and industrial relations in the Japanese automotive industry / by Haruo Shimada.,,1983
uc1.l0050467992,ic,13142136,3318907,The Yen : villain or not? / by Adrian E. Tschoegl.,,1983
uc1.l0050584499,ic,13116026,3654269,Future automotive factories : speculative models / by Richard C. Wilson.,,1983
inu.30000009641824,ic,24299918,170663,Exchange rate policies in Africa and the requirements of stabilization and structural adjustment / by Patrick Plane.,no.127,1990
inu.39000000337753,ic,10892859,1491505,The open door policy and industrialization in Egypt : a preliminary investigation / by Sue Ranney.,no.87,1980
inu.39000003291684,ic,2514938,1885140,"An analysis of the structure, equity and effectiveness of public sector health systems in developing countries : the case of Tunisia, 1960-1972 / Peter S. Heller.",no.43,1975
pst.000061009301,ic,148835160,a3935532,Reading themes and skills : a skills-based American culture reader / Brian  Altano ; illustrations by Brian Joseph Altano.,,2007
pst.000004444152,ic,52028043,a1015,"Development index : a proposed pattern for organizing and facilitating the flow of information needed by man in furthering his own development, with particular reference to the development of buildings and communities and other forms of environmental control / [by K. Lönberg-Holm and C. Theodore Larson.",,1953
pst.000019062310,und,13354631,a56152,Bulletin.,no.12,9999
pst.000011617419,ic,82127658,a315037,"Phase 1 report : September 1, 1982 / CAP Task Force on New Needs and Possibilities.",,1982
pst.000026539010,ic,317075047,a629370,The image : knowledge in life and society.,,1956
pst.000027354636,ic,1602685,a1054468,"Power and the Soviet elite : ""The letter of an old Bolshevik, "" and other essays / by Boris I. Nicolaevsky ; edited by Janet D. Zagoria.",,1975
pst.000024878616,ic,2811622,a1315074,Social singing among the Mapuche / by Mischa Titiev.,no.2,1949
pst.000004505815,ic,2716111,a1286999,The culture and acculturation of the Delaware Indians / William W. Newcomb.,no.10,1956
pst.000016051294,ic,316807798,a1081681,Nomads and farmers : a study of the Yörük of southeastern Turkey / by Daniel G. Bates.,no.52,1971
uc1.b4883129,ic,40368725,.b167286407,Occasional contributions ...,no.1-6 (1932-37),1937
uc1.b4883130,ic,40368725,.b167286407,Occasional contributions ...,no.7-9 (1938-39),1939
uc1.b4883131,ic,40368725,.b167286407,Occasional contributions ...,no.10 (1940),1940
pst.000014789113,und,40368725,a54966,Occasional contributions ...,no.1,9999
pst.000006164126,und,40368725,a54966,Occasional contributions ...,no.3,9999
pst.000020286071,und,40368725,a54966,Occasional contributions ...,no.8,9999
pst.000010248881,und,40368725,a54966,Occasional contributions ...,no.11,9999
pst.000004032854,und,40368725,a54966,Occasional contributions ...,no.12,9999
pst.000004872597,ic,40368725,a54966,Occasional contributions ...,no.13 1949,1949
pst.000001210279,und,40368725,a54966,Occasional contributions ...,no.15,9999
pst.000050912834,ic,38293092,a2568217,"Post-Soviet Eurasia : anthropological perspectives on a world in transition / edited by Kathryn Lyon, Laada Bilaniuk, and Ben Fitzhugh.",,1996
pst.000006364588,ic,184759917,a889357,Stikhi i poėmy.,,1961
mdp.39015014204476,ic,6223764,009467731,Baroque in Bohemia / Milada Součková ; postscript by Roman Jakobson.,no.17 1982,1980
uc1.$b360734,ic,6223764,.b122644542,Baroque in Bohemia / Milada Součková ; postscript by Roman Jakobson.,,1980
mdp.39076000920988,ic-world,490954722,009485083,"A book of days : 150 years of student life at Michigan / [researched and compiled by Nancy R. Bartlett, Kathleen A. Koehler ; edited by Noreen Ferris Wolcott ; designed by Kathleen S. Horn].",,1987
uc1.b4980123,ic,15147496,b167628549,"Abundances of elements in stars and nebulae, final report.",,1962
uc1.b4353631,ic,254732309,b167841865,Avoiding obsolescence in the age of Aquarius [by] Ernest C. Arbuckle.,,1969
uc1.b4360845,ic,250579,b167878347,Leading world stock exchanges; trading practices and organization,,1964
uc1.b4372391,ic,11785434,b167949524,"Language and literary theory : in honor of Ladislav Matejka / edited by Benjamin A. Stolz, I.R. Titunik, Lubomir Dolezel.",,1984
uc1.b4411187,ic,150438437,b168158255,"Proza 1915-1958. Povesti, rasskazy, avtobiograficheskie proizvedeniia. Pod red. prof. G. P. Struve i B. A. Filippova. Vstup. stat'ia Vladimira Veidle.",,1961
uc1.b4437759,ic,254836672,b168323436,Roethke; special Roethke issue.,,1967
uc1.b4438020,ic,11545,b168326036,"Equal apprenticeship opportunities; the nature of the issue and the New York experience [by] F. Ray Marshall [and] Vernon M. Briggs, Jr.",,1968
uc1.b4181122,ic,254481351,b169358744,The march up country; a translation of Xenophon's Anabasis [by] W.H.D. Rouse. [1st American ed.],,1958
uc1.b4266093,ic,1013606,b170940986,Making sense of Federal manpower policy [by] Sar A. Levitan [and] Garth L. Mangum.,,1972
uc1.l0050141928,ic,13116013,1018925,Evolving automotive technology / by David E. Cole and Lawrence T. Harbeck.,,1982
uc1.$b350492,und,213795725,.b128746919,"Thomas Clarkson, the friend of slaves",,1938
loc.ark:/13960/t10p1sc4q,pd,,8236261,Readings in current economic problems,,1914
inu.30000127481863,ic,608295564,9636499,The games of July : explaining the Great War / Frank C. Zagare.,,2011
uc1.$b332830,ic,221884,.b121713465,"Dürer's cities : Nuremberg and Venice / essays and catalogue by Clifton C. Olds, Egon Verheyen [and] Warren Tresidder ; edited by Robert A. Yassin.",,1971
uc1.31822003560620,ic,22522554,.b2384534x,"Summary report of the Summer Conference of the DARPA-Materials Research Council : La Jolla, California, July 1987 / principal investigator, M.J. Sinnot",,1987
mdp.39015087418524,ic-world,,009620829,The Jews of Latin America,,2011
wu.89040665598,ic,20618532,2260922,Soviet relations with Yugoslavia and Romania / William Zimmerman.,,1980
wu.89055665004,ic,182516,3388667,"The Russian Revolution,  and Leninism or Marxism?   New introd. by Bertram D. Wolfe.",,1970
coo.31924000193213,pd,63230947,84333,"Employee ownership : report to the Economic Development Administration, United States Department of Commerce, project number 99-6-09433 / Survey Research Center, Institute for Social Research, University of Michigan.",,1978
coo.31924001298755,pdus,3038023,511406,The effects of group composition and work situation upon peer leadership / David G. Bowers.,,1969
coo.31924001683204,pd,5651292,685081,"Development techniques and organizational climate : an evaluation of the comparative importance of two potential forces for organizational change : technical report / David G. Bowers, principal  investigator.",,1971
coo.31924001683212,pd,5651303,685090,"Development techniques and organizatinal change : an overview of results from the Michigan inter-company longitudinal study : technical report / David G. Bowers, principal investigator.",,1971
coo.31924001969058,ic,7050268,835545,"A study of the effects of and reactions to a merger on a company and its employees / Mitchell L. Marks, Philip H. Mirvis.",,1980
coo.31924002104010,ic,7243118,910889,Worker participation : a national survey report / Bernard J. Goitein ; Stanley E. Seashore (principal investigator).,,1980
coo.31924002223356,ic,1682411,1044423,"The productivity of work groups [by] Floyd C. Mann, Bernard P. Indik [and] Victor H. Vroom.",,1971
coo.31924002240087,pd,24075899,1045925,The adaptability of older workers to technological change;  performance of older and younger workers in industrial retraining courses  [by] Gary G. Grenholm [and] Arnold S. Tannenbaum.,,1961
coo.31924003740226,ic,6416112,1319548,"Proceedings of the Employment Service Potential Meeting, September 19-20, 1979, Sparks, Nevada / [sponsored by] U.S. Employment Service, U.S. Department of Labor.",,1979
coo.31924050068182,pd,34140407,1502046,Overlapping group identification in an industrial setting / Benjamin Willerman.,,1949
coo.31924054506955,ic,64011675,1596158,The role of the Employment Service / Malcolm S. Cohen and David W. Stevens.,,1989
coo.31924062240936,ic,64016961,1740783,"Effective organizational downsizing : paradoxical processes and best practices / Kim S. Cameron, Sarah R. Freeman, Aneil Mishra.",,1991
coo.31924069124505,ic,41918682,2742798,News in the noise : new evidence on the validity of survey data on earnings / John Bound ... [et al].,,1989
coo.31924088100452,ic,4110099,4129416,On the problem of missing measurements in the estimation of economic relationships / Jan Kmenta.,,1977
uc1.31822017838947,und,1537780,.b27163179,Bulletin of thermodynamics and thermochemistry,v.18,1976
uc1.31822017839002,und,1537780,.b27163179,Bulletin of thermodynamics and thermochemistry,v.19,1976
