num_of_items,oclc identifier,source institution identifier,source,title,imprint,copyright statuses of publications in series,publication date range,enumerations,earliest publication,latest publication,all publication dates
1,14213301,GLAD67297963-B,uc1,Authority and reward in organizations : an international research / codirected by Arnold S. Tannenbaum and Tamás Rozgonyi ; coordinated by the European Coordination Centre for Research and Documentation in Social Sciences.,"Survey Research Center, Institute for Social Research, University of Michigan, 1986.",ic-world,,,1986,1986,
1,4891672,000971378,mdp,"Taxation of intangibles in Michigan,","University of Michigan press, 1939.",pd,,,1939,1939,
1,57316787,005029988,mdp,Monte Nagler's Michigan : photographs / by Monte Nagler ; with a foreword by Jennifer M. Granholm.,"University of Michigan Press, c2005.",ic,,,2005,2005,
1,181368812,005933234,mdp,To see ourselves as others see us : how publics abroad view the United States after 9/11 / Ole R. Holsti.,"University of Michigan Press, c2008.",ic-world,,,2008,2008,
1,28645199,.b32728670,uc1,A computational analysis of the effects of reductions in U.S. military expenditures / Alan K. Fox and Robert M. Stern,"Institute of Public Policy Studies, University of Michigan, [1992]",ic,,,1992,1992,
1,1748145,000204005,mdp,The end of the line : a simulation game / developed by Frederick L. Goodman ; manual ... written by Ansell T. Horn.,"Institute of Gerontology, University of Michigan--Wayne State University, 1975.",ic,,,1975,1975,
2,2716801,002272606,mdp,"Intellectual ferment for political reforms in Taiwan, 1971-1973 / by Mab Huang.","Center for Chinese Studies, University of Michigan, 1976.",ic and und,,,1976,1976,
1,23323458,001477325,mdp,"A study of the spectrum of Zeta, Ursae majoris ...","University of Michigan, Detroit observatory, 1916.",pd,,,1916,1916,
1,6486956,000772676,mdp,Commodity futures markets and the law of one price / Arvind K. Jain.,"Division of Research, Graduate School of Business Administration, University of Michigan, c1980.",ic,,,1980,1980,
1,9940808,003589966,mdp,"A Sourcebook in child welfare. project director, Sylvia Sims Gray ... [et al.].","National Child Welfare Training Center, School of Social Work, University of Michigan, 1982",ic,,,1982,1982,
1,48445665,003796445,mdp,"Remembering Raoul Wallenberg : the University of Michigan celebrates twentieth-century heroes / [editors, Penny Schreiber and Joan Lowenstein].","University of Michigan Wallenberg Executive Committee, c2001.",ic,,,2001,2001,
1,2894109,000733235,mdp,Writing the Australian crawl : views on the writer's vocation / William Stafford.,"University of Michigan Press, c1978.",ic,,,1978,1978,
1,67904342,002057554,mdp,"Preclinical dentistry 523 : study and procedure guide / G.T. Charbeneau, J.B. Dennison, M. Tess Kirby.","Dept. of Operative Dentistry and the Dept. of Educational Resources of the School of Dentistry, The University of Michigan, c1975.",ic,,,1975,1975,
1,12006655,000971340,mdp,Realty tax delinquency in Michigan,"The Horace H. Rackham school of graduate studies, University of Michigan, 1937.",pd,,,1937,1937,
1,23338429,002008022,mdp,Forestry 185c: Forest management.,University of Michigan £Extension Service] Correspondence Study Dept. [194-?],pd,,,1949,1949,
1,21327504,001075188,mdp,New occasional papers in women's studies.,"Women's Studies Program, University of Michigan, 1987-1988.",ic,,,1988,1988,
1,46368436,004157266,mdp,Field of dreams : a teacher resource book / Elisabeth Gareis ... [et al.].,"University of Michigan Press, c2000.",ic,,,2000,2000,
1,316819484,a145587,pst,Units of government in Michigan ...,"University of Michigan press], 1941.",ic,,,1941,1941,
1,1546366,001514848,mdp,"The St. Lawrence Seaway,","Bureau of Business Research, School of Business Administration, University of Michigan, 1961.",pd,,,1961,1961,
1,165774,001450504,mdp,Motiviation and aspiration in the Negro college / Patricia Gurin and Daniel Katz.,"Survey Research Center, Institute for Social Research, University of Michigan, 1966.",ic-world,,,1966,1966,
1,41885644,004120312,mdp,Thoughts from a bridge : a retrospective of writings on new Europe and American federalism / Eric Stein ; with a foreword by Joseph H.H. Weiler.,"University of Michigan Press, c2000.",ic,,,2000,2000,
14,17524898,000499867,mdp,An analysis of salaries paid to the University of Michigan instructional staff / Assistant Vice-President for Academic Affairs-Personnel.,University of Michigan.,ic,1973-1989,,1973,1989,
3,3311061,"003931818,000711904",mdp,The Great Lakes guidebook / George Cantor.,"University of Michigan Press, c1978-",ic,,1-3,,,
1,6134708,002104944,mdp,The climatology of Lake Michigan.,"Institute of Science and Technology, University of Michigan, 1965.",ic,,,1965,1965,
1,36011583,.b20401668,uc1,Righteous cause or tragic folly : changing views of war in modern Japanese poetry / Steve Rabson,"Center for Japanese Studies, University of Michigan, 1998",ic,,,1998,1998,
1,66739018,000653075,mdp,"Proposal writer's guide, 1984.","Division of Research Development and Administration, The University of Michigan, 1984.",ic,,,1984,1984,
1,5394856,000803494,mdp,Alienation and American voting behavior: 1968 and beyond.,"Institute of Public Policy Studies, University of Michigan]. 1974.",ic,,,1974,1974,
1,73261,001313892,mdp,Non-market components of national income.,"Survey Research Center, University of Michigan, [1969]",ic-world,,,1969,1969,
1,23344133,000644990,mdp,"Environmental case-study: the effect of windowless classrooms on small school children; a report on what happened in a schoolhouse in Wayne, Michigan when the classroom windows were removed for one whole school year and how the youngsters and their teachers and parents reacted.","Architectural Research Laboratory, University of Michigan, 1965.",ic,,,1965,1965,
1,30473275,003079105,mdp,Tribal and chiefly warfare in South America / by Elsa M. Redmond.,"Museum of Anthropology, University of Michigan, 1994.",ic,,,1994,1994,
1,40147464,003302995,mdp,Program of studies of 176 Michigan North Central secondary schools.,"University of Michigan, 1951.",pd,,,1951,1951,
1,49899401,003779214,mdp,"Treatment timing : orthodontics in four dimensions / volume editors, James A. McNamara, Jr., Katherine A. Kelly ; editor-in-chief, James A. McNamara, Jr. ; editorial associate, Andrea Ferrara.","Department of Orthodontics and Pediatric Dentistry, School of Dentistry, and Center for Human Growth and Development, the University of Michigan, c2002.",ic,,,2002,2002,
1,28665502,002736978,mdp,Group participation techniques for leaders and members / Harvey J. Bertcher.,"Published in cooperation with the Continuing Education Program in the Human Services of the University of Michigan School of Social Work [by] Sage Publications, 1994.",ic,,,1994,1994,
1,12137188,003513723,mdp,Predator prey interactions in an experimental protozoan community (Tetrahymena pyriformis - aerobacter aerogenes) / by Thomas D. Lustig.,"University of Michigan], School of Natural Resources, Dept. of Resource Planning & Conservation, [197-]",ic,,,1979,1979,
1,37854425,.b20009100,uc1,Russia's legal fictions / Harriet Murav,"University of Michigan Press, c1998",ic and ic-world,,,1998,1998,
1,18498376,001884636,mdp,Recommendations on school finance and educational opportunity.,"Bureau of School Services, University of Michigan, 1969.",ic,,,1969,1969,
1,14341073,001296569,mdp,"Pre-construction evaluation : a report on the full scale mock-up and evaluation of hospitals rooms / Jonathan King, Robert W. Marans, Lois Ann Solomon.","Architectural Research Laboratory, the University of Michigan, 1982.",ic,,,1982,1982,
1,64688614,005375121,mdp,Socialism after Hayek / Theodore A. Burczak.,"University of Michigan Press, c2006.",ic-world,,,2006,2006,
1,64688613,005375119,mdp,Haunted heart : a biography of Susannah McCorkle / by Linda Dahl.,"University of Michigan Press, c2006.",ic,,,2006,2006,
1,11214335,000120429,mdp,Trends and traditions in Japanese art : an exhibition.,"University of Michigan Museum of Art, c1984.",ic,,,1984,1984,
1,57574065,.b24307865,uc1,Bodies in commotion : disability & performance / edited by Carrie Sandahl & Philip Auslander,"University of Michigan Press, c2005",ic and ic-world,,,2005,2005,
1,7606895,000853620,mdp,Retirement options : a gerontological simulation : leader's manual / by Lila Green.,"Institute of Gerontology, the University of Michigan, c1979.",ic,,,1979,1979,
1,2135865,000720299,mdp,An intentionalist alternative in public opinion research / Ronald D. Brunner.,"Institute of Public Policy Studies, University of Michigan, 1975.",ic,,,1975,1975,
1,23317894,000234609,mdp,"Naso-respiratory function and craniofacial growth / editor, James A. McNamara, Jr. ; associate editor, Katherine A. Ribbens.","Center for Human Growth and Development, University of Michigan, 1979.",ic,,,1979,1979,
2,6330248,000727774,mdp,Intensive English for communication / Anne Lindell and M. Peter Hagiwara.,"University of Michigan Press, c1979-",ic,,2,,,
1,24882759,002491486,mdp,Black children : coping in a racist society / by Alvin F. Poussaint.,"School of Social Work, The University of Michigan, [1987]",ic,,,1987,1987,
1,local (non-oclc): 005145128,005145128,mdp,"Michigan's children in our care / David Crampton, Ira M. Schwartz, Shenyang Guo.","University of Michigan, School of Social Work, Center for the Study of Youth Policy, 1994.",ic,,,1994,1994,
1,7988376,002166127,mdp,"As parents grow older : a manual for program replication / Alida G. Silverman, Carl I. Brahce, Carol Zielinski.","Institute of Gerontology, The University of Michigan, c1981.",ic,,,1981,1981,
1,7085995,000086460,mdp,OSIRIS IV user's manual.,"Survey Research Center Computer Support Group, Institute for Social Research, University of Michigan, 1980-",ic-world,,,,,
1,68801788,004017788,mdp,Challenges and opportunities in understanding of complexity in living systems: report of the President's Commission on the Life Sciences.,"University of Michigan, 1999.",ic,,,1999,1999,
1,34386799,.b34564214,uc1,"Competition, unilateral dumping, and firm profitability / David Weinstein","Dept. of Economics, University of Michigan, [1989]",ic,,,1989,1989,
1,27663157,.b32317530,uc1,Internalization : an event study / Randall Morck and Bernard Yeung,"Institute of Public Policy Studies, University of Michigan, [1991]",ic,,,1991,1991,
1,14296915,004965085,mdp,"Some social and economic characteristics of the Detroit area population, 1952.","Detroit Area Study, University of Michigan, 1953.",pd,,,1953,1953,
1,68793940,003916300,mdp,"Calibration of six-channel intraoral occlusal forces transmitters : final report / Major M. Ash, Ian S. Scott.","University of Michigan, [1967]",ic,,,1967,1967,
1,24319318,002505765,mdp,Images and arms control : perceptions of the Soviet Union in the Reagan administration / Keith L. Shimko.,"University of Michigan Press, c1991.",ic,,,1991,1991,
1,454535,004550750,mdp,Investment profit correlation; a regression model of profits from common stock investments [by] W. Scott Bauman [and] Thomas A. Klein.,"Bureau of Business Research, University of Michigan, [1968]",ic,,,1968,1968,
1,66894489,000741603,mdp,"Learning disabilities : the decade ahead : proceedings of a conference, Ann Arbor, Mich., November 20-22, 1974 / edited by Margaret J. Krasnoff.","Institute for the Study of Mental Retardation and Related Disabilities, Community Services Division, University of Michigan, [1975?]",ic,,,1975,1975,
1,7310194,001664061,mdp,"The oldest version of the twelfth-century poem, La venjánce Nostre Seigneur,","University of Michigan Press, 1952.",ic,,,1952,1952,
1,785189,001348303,mdp,Planning and social systems: organizations as a special case.,"Center for Research on Utilization of Scientific Knowledge, Institute for Social Research, University of Michigan] 1972.",ic-world,,,1972,1972,
10,40368725,a54966,pst,Occasional contributions ...,"University of Michigan Press, 1932-",ic and und,1937-1949,,1937,1949,
1,52937773,004736247,mdp,The religion of the Founding Fathers / David L. Holmes.,"Ash Lawn-Highland ; Clements Library, University of Michigan, c2003.",ic,,,2003,2003,
1,39049484,003256420,mdp,Manchester village: an historic architecture survey of the central business district [by] Dennis Ferris.,"The University of Michigan College of Architecture and Urban Planning, 1979.",ic,,,1979,1979,
1,7203990,223444,inu,"Breeding habits and habitats of the amphibians of the Edwin S. George Reserve, Michigan, with notes on the local distribution of fishes /  by James P. Collins and Henry M. Wilbur.","University of Michigan, 1979.",ic,,,1979,1979,
1,4194928,000216115,mdp,"The Landrum-Griffin act and union democracy / Doris B. McLaughlin, Anita L. W. Schoomaker.","University of Michigan Press, c1979.",ic,,,1979,1979,
24,1588666,.b170713982,uc1,Medical bulletin,University of Michigan Medical School],ic,1950-1963,16-25,1950,1963,
1,321430,GLAD50495661-B,uc1,"The new writing in Russia. Translated, with an introd., by Thomas P. Whitney.",University of Michigan Press [1964],ic,,,1964,1964,
1,67404838,001530843,mdp,"Complex esthetic restorations / Peter Yaman, Robert E. Lorey, Charles B. Cartwright.","School of Dentistry, University of Michigan, 1982.",ic,,,1982,1982,
1,17722574,002709954,mdp,Teaching and learning in the college classroom : a review of the research literature / Wilbert J. McKeachie ... [et al.].,"University of Michigan, c1986.",ic,,,1986,1986,
